state,year,total_pop,white_pop,black_pop,hispanic_pop,asian_pop,native_pop,islander_pop,multi_race_pop,median_income,poverty_rate,unemployment_rate,unemployed_15_weeks,labor_force_participation_rate,hs_grad_rate,bachelors_grad_rate,zhvi,crude_rate_suicide,crude_rate_od,count:__crimes_against_society,count:__fraud_and_other_financial_crimes,count:__property_crime,count:__violent_crime,rate:__crimes_against_society,rate:__fraud_and_other_financial_crimes,rate:__property_crime,rate:__violent_crime,youth_not_in_school,youth_in_foster_care,youth_living_in_poverty,total_crime_count,total_crime_rate,log_total_crime_rate
IN,2021,6601300,0.767,0.086,0.077,0.023,0.001,0.0,0.045,70190,0.10400000000000001,0.039,0.02,0.628,0.9059999999999999,0.289,194269.7895,18.3,25.0,11391.0,1513.0,9823.0,14324.0,167.17,22.2,144.17,210.22,96000.0,1808.5,249000.0,37051.0,543.76,6.300345330700757
IN,2020,6556550,0.7765,0.089,0.0745,0.0235,0.0015,0.0,0.034,66810,0.121,0.07400000000000001,0.013000000000000001,0.63,0.902,0.289,168872.5999,16.1,21.4,8068.0,1368.0,8913.0,11082.0,118.84,20.15,131.29,163.23,92000.0,1808.5,263500.0,29431.0,433.51,6.07421895940033
IN,2019,6511800,0.786,0.092,0.072,0.024,0.002,0.0,0.023,66690,0.10099999999999999,0.033,0.01,0.6459999999999999,0.8959999999999999,0.26899999999999996,156859.744,12.6,12.8,4807.0,729.0,5176.0,5578.0,70.84,10.74,76.28,82.2,90000.0,1595.0,231000.0,16290.0,240.06,5.485045865160197
IN,2018,6487100,0.79,0.093,0.071,0.023,0.01,0.0,0.022,59890,0.11599999999999999,0.034,0.009000000000000001,0.65,0.89,0.271,146742.0092,18.1,14.6,2664.0,310.0,1632.0,2003.0,39.26,4.57,24.05,29.52,87000.0,1710.0,275000.0,6609.0,97.39999999999999,4.589040804058207
IN,2017,6459400,0.794,0.091,0.07,0.021,0.01,0.0,0.024,58870,0.114,0.035,0.011000000000000001,0.642,0.8859999999999999,0.268,136933.5788,16.7,17.3,2146.0,168.0,787.0,913.0,31.63,2.48,11.6,13.45,98000.0,1971.0,282000.0,4014.0,59.16,4.097007679641584
IN,2016,6431400,0.798,0.091,0.068,0.021,0.01,0.0,0.021,56090,0.11800000000000001,0.044000000000000004,0.016,0.647,0.884,0.256,129575.7049,15.7,15.3,1514.0,78.0,203.0,265.0,22.31,1.15,2.99,3.91,91000.0,1958.0,301000.0,2060.0,30.359999999999996,3.445533195482207
IA,2022,3101000,0.829,0.036,0.068,0.024,0.001,0.002,0.039,76320,0.094,0.027999999999999997,0.006999999999999999,0.68,0.935,0.32299999999999995,202868.0935,16.4,7.2,5866.0,819.0,5910.0,6782.0,183.33,25.6,184.71,211.96,30000.0,736.25,86000.0,19377.0,605.6,6.407869595254481
IA,2021,3093200,0.831,0.034,0.067,0.023,0.003,0.001,0.041,72430,0.09699999999999999,0.039,0.017,0.6709999999999999,0.9329999999999999,0.305,183393.9512,15.9,9.9,5499.0,846.0,5870.0,7080.0,171.95,26.45,183.56,221.39,31000.0,736.25,91000.0,19295.0,603.3499999999999,6.4041535003054655
IA,2020,3076700,0.842,0.036500000000000005,0.065,0.023,0.003,0.0055,0.03,68820,0.092,0.052000000000000005,0.011000000000000001,0.669,0.9309999999999999,0.295,167728.4025,16.9,8.2,6067.0,708.0,6998.0,6625.0,190.13,22.19,219.31,207.62,31000.0,736.25,93166.66666666667,20398.0,639.25,6.461858725079635
IA,2019,3060200,0.853,0.039,0.063,0.023,0.003,0.01,0.019,66050,0.095,0.027000000000000003,0.006,0.7,0.9259999999999999,0.293,160042.2904,17.4,4.6,6666.0,899.0,7370.0,6479.0,208.94,28.17,231.0,203.07,34000.0,624.0,92000.0,21414.0,671.1800000000001,6.510526161798687
IA,2018,3056800,0.855,0.034,0.061,0.026,0.01,0.0,0.02,68720,0.08900000000000001,0.026000000000000002,0.008,0.6920000000000001,0.9229999999999999,0.29,152433.2084,14.9,5.4,6046.0,838.0,6611.0,5281.0,189.51,26.27,207.21,165.53,32000.0,649.0,97000.0,18776.0,588.52,6.379308646458743
IA,2017,3045600,0.859,0.031,0.059,0.027,0.01,0.0,0.02,63480,0.091,0.031,0.01,0.6890000000000001,0.9209999999999999,0.289,146369.8961,16.2,7.4,8285.0,1172.0,9829.0,7188.0,259.68,36.73,308.08,225.3,32000.0,672.0,88000.0,26474.0,829.79,6.72237705533828
IA,2016,3030400,0.866,0.033,0.057,0.024,0.01,0.0,0.017,59090,0.098,0.036000000000000004,0.01,0.6970000000000001,0.9179999999999999,0.284,141827.5742,14.1,7.0,7886.0,1167.0,10969.0,7623.0,247.18,36.58,343.81,238.93,27000.0,1000.0,105000.0,27645.0,866.5,6.765615511821014
KS,2022,2838500,0.733,0.046,0.131,0.03,0.004,0.0,0.055,73040,0.105,0.026000000000000002,0.009000000000000001,0.665,0.9209999999999999,0.35600000000000004,203653.6958,23.0,21.6,7455.0,1196.0,7995.0,9310.0,253.86,40.73,272.24,317.03,37000.0,1017.75,94000.0,25956.0,883.86,6.7854294404038455
KS,2021,2843100,0.734,0.047,0.129,0.03,0.004,0.0,0.056,75980,0.071,0.034,0.015,0.665,0.919,0.354,181244.1296,23.0,16.0,7609.0,949.0,7944.0,9566.0,258.99,32.31,270.4,325.61,38000.0,1017.75,92000.0,26068.0,887.3100000000001,6.789320781170357
KS,2020,2827150,0.7455,0.051000000000000004,0.1255,0.028999999999999998,0.005,0.0,0.044,73080,0.09300000000000001,0.057999999999999996,0.009000000000000001,0.6679999999999999,0.9179999999999999,0.35100000000000003,161331.4655,22.9,15.3,7153.0,926.0,8502.0,8279.0,243.45,31.51,289.37,281.78,35166.666666666664,1017.75,98833.33333333333,24860.0,846.1099999999999,6.741830556349529
KS,2019,2811200,0.757,0.055,0.122,0.028,0.006,0.0,0.032,73150,0.095,0.032,0.009000000000000001,0.6709999999999999,0.9179999999999999,0.34,149943.5409,20.6,7.3,7057.0,1304.0,8540.0,8784.0,240.21,44.39,290.69,299.0,33000.0,1078.0,101000.0,25685.0,874.29,6.774555260018726
KS,2018,2814700,0.76,0.054,0.12,0.028,0.01,0.0,0.032,63940,0.075,0.034,0.01,0.6679999999999999,0.91,0.33799999999999997,142936.7128,24.7,7.0,7766.0,1446.0,9109.0,8897.0,264.34,49.22,310.06,302.84,32000.0,1035.0,103000.0,27218.0,926.4599999999998,6.832449666866972
KS,2017,2817600,0.761,0.053,0.119,0.03,0.01,0.0,0.03,57870,0.147,0.036000000000000004,0.012,0.6679999999999999,0.91,0.337,136262.9024,22.4,6.5,7779.0,1621.0,9418.0,8740.0,264.79,55.18,320.57,297.5,35000.0,992.0,104000.0,27558.0,938.04,6.8448580768100244
KS,2016,2817000,0.765,0.056,0.117,0.027,0.01,0.0,0.029,56810,0.11199999999999999,0.04,0.015,0.674,0.905,0.32799999999999996,131386.1313,17.3,6.5,7019.0,1705.0,10095.0,9075.0,238.92,58.03,343.62,308.9,36000.0,966.0,99000.0,27894.0,949.4699999999999,6.85695659909477
KY,2022,4377200,0.825,0.074,0.041,0.014,0.001,0.0,0.045,55870,0.171,0.04,0.012,0.5760000000000001,0.89,0.27899999999999997,188212.7744,17.1,20.5,5661.0,896.0,6918.0,8224.0,125.47,19.86,153.34,182.29,74000.0,1470.0,207000.0,21699.0,480.9599999999999,6.1778611230550755
KY,2021,4365500,0.83,0.068,0.038,0.015,0.002,0.0,0.047,55630,0.162,0.045,0.02,0.5710000000000001,0.88,0.27,169731.9932,19.1,26.0,6137.0,886.0,7530.0,8696.0,136.14,19.66,167.05,192.92,78000.0,1470.0,220000.0,23249.0,515.77,6.247597901247849
KY,2020,4342400,0.8374999999999999,0.07400000000000001,0.0375,0.0155,0.0015,0.0,0.0335,56760,0.139,0.065,0.018000000000000002,0.57,0.887,0.27399999999999997,150143.7935,17.5,23.0,6267.0,1065.0,9082.0,8512.0,139.01,23.62,201.46,188.82,73666.66666666667,1470.0,222666.66666666666,24926.0,552.9100000000001,6.317002218676415
KY,2019,4319300,0.845,0.08,0.037,0.016,0.001,0.0,0.02,55660,0.136,0.040999999999999995,0.013999999999999999,0.5870000000000001,0.872,0.251,139848.0504,14.7,11.8,8189.0,1469.0,10984.0,9258.0,181.73,32.6,243.75,205.45,70000.0,1522.0,212000.0,29900.0,663.53,6.4990800238610795
KY,2018,4320300,0.848,0.076,0.036,0.015,0.01,0.0,0.023,54560,0.157,0.042,0.013999999999999999,0.586,0.868,0.248,132370.8326,17.8,14.4,9907.0,1699.0,11759.0,9609.0,219.85,37.71,260.95,213.23,73000.0,1549.0,226000.0,32974.0,731.74,6.596790932278498
KY,2017,4307100,0.849,0.079,0.035,0.015,0.01,0.0,0.022,51350,0.14400000000000002,0.048,0.02,0.588,0.863,0.24,124914.8588,13.7,15.4,10254.0,1861.0,13714.0,10283.0,227.55,41.29,304.33,228.19,72000.0,1403.0,223000.0,36112.0,801.3600000000001,6.687557384956497
KY,2016,4287700,0.852,0.08,0.034,0.014,0.01,0.0,0.018,45370,0.152,0.05,0.021,0.583,0.857,0.23399999999999999,118772.7011,15.7,15.5,10193.0,1825.0,15065.0,10872.0,226.2,40.5,334.31,241.26,75000.0,1406.0,248000.0,37955.0,842.27,6.73728719141917
LA,2022,4451600,0.571,0.306,0.057,0.018,0.004,0.0,0.044,58320,0.16899999999999998,0.036000000000000004,0.019,0.584,0.873,0.271,208826.3598,14.4,19.8,9384.0,816.0,10200.0,10909.0,204.53,17.79,222.32,237.77,86000.0,396.5,257000.0,31309.0,682.41,6.527094972292893
LA,2021,4480200,0.574,0.306,0.055,0.018,0.004,0.0,0.044,57210,0.184,0.055999999999999994,0.037000000000000005,0.5770000000000001,0.867,0.264,198002.9453,16.0,21.7,8774.0,577.0,9526.0,10517.0,189.62,12.47,205.87,227.29,100000.0,396.5,287000.0,29394.0,635.25,6.455591567864732
LA,2020,4489400,0.581,0.3125,0.0535,0.0175,0.0045000000000000005,0.0,0.0315,51190,0.155,0.087,0.025,0.574,0.8690000000000001,0.272,188339.4683,12.6,15.3,3065.0,172.0,4300.0,4274.0,65.89,3.7,92.43,91.88,91666.66666666667,396.5,289500.0,11811.0,253.9,5.54087131138207
LA,2019,4498600,0.588,0.319,0.052,0.017,0.005,0.0,0.019,51710,0.179,0.046,0.019,0.586,0.86,0.25,179519.2822,16.1,9.2,2440.0,116.0,2907.0,3004.0,52.38,2.49,62.41,64.49,76000.0,357.0,289000.0,8467.0,181.76999999999998,5.208228531766351
LA,2018,4519300,0.588,0.316,0.051,0.016,0.01,0.0,0.023,49970,0.19,0.048,0.019,0.588,0.858,0.243,173800.59,15.2,9.6,2482.0,145.0,3396.0,3107.0,53.28,3.11,72.91,66.71,95000.0,399.0,283000.0,9130.0,196.01,5.283254488870991
LA,2017,4541500,0.588,0.318,0.052,0.018,0.01,0.0,0.019,43900,0.214,0.051,0.024,0.588,0.851,0.23800000000000002,171363.3701,14.9,11.0,2443.0,166.0,3130.0,2849.0,52.45,3.57,67.2,61.16,96000.0,403.0,307000.0,8588.0,184.38,5.222407772447687
LA,2016,4530500,0.594,0.318,0.049,0.017,0.01,0.0,0.017,42200,0.20199999999999999,0.061,0.025,0.593,0.8440000000000001,0.23399999999999999,172156.1913,14.8,10.5,2394.0,175.0,2992.0,2952.0,51.4,3.76,64.23,63.38,97000.0,427.0,314000.0,8513.0,182.77,5.213684975707333
ME,2022,1348100,0.905,0.016,0.02,0.009,0.004,0.0,0.045,75160,0.096,0.028999999999999998,0.013000000000000001,0.591,0.946,0.361,358122.026,12.7,20.4,590.0,163.0,2220.0,2372.0,42.47,11.73,159.78,170.73,14000.0,112.75,28000.0,5345.0,384.71000000000004,5.955085791764267
ME,2021,1336900,0.9,0.014,0.018,0.011,0.003,0.0,0.053,71140,0.091,0.047,0.023,0.604,0.945,0.36,311270.9749,16.2,19.4,775.0,147.0,2100.0,2331.0,56.21,10.66,152.31,169.07,16000.0,112.75,37000.0,5353.0,388.25,5.964221810714108
ME,2020,1319600,0.916,0.014,0.0175,0.011,0.005,0.0,0.036,63690,0.08,0.051,0.013000000000000001,0.596,0.9359999999999999,0.335,257755.1702,17.2,21.8,599.0,111.0,1399.0,1544.0,43.9,8.13,102.53,113.16,13500.0,112.75,34833.333333333336,3653.0,267.72,5.593669945304037
ME,2019,1302300,0.932,0.014,0.017,0.011,0.007,0.0,0.019,66550,0.10400000000000001,0.028999999999999998,0.011000000000000001,0.624,0.932,0.332,236456.3762,17.7,14.5,716.0,128.0,1236.0,1312.0,52.52,9.39,90.67,96.25,12000.0,119.0,33000.0,3392.0,248.83,5.520780686557383
ME,2018,1299500,0.934,0.013,0.015,0.013,0.01,0.0,0.021,58660,0.11599999999999999,0.032,0.009000000000000001,0.63,0.93,0.315,225420.5024,19.0,9.2,511.0,161.0,1242.0,1056.0,37.48,11.81,91.12,77.47,12000.0,93.0,35000.0,2970.0,217.88,5.388523634434185
ME,2017,1300200,0.937,0.011,0.016,0.011,0.01,0.0,0.019,51660,0.12,0.034,0.012,0.636,0.9229999999999999,0.321,211392.2435,13.5,15.4,512.0,157.0,1320.0,921.0,37.56,11.52,96.84,67.56,13000.0,116.0,33000.0,2910.0,213.48000000000002,5.3682164939277035
ME,2016,1293800,0.936,0.015,0.015,0.012,0.01,0.0,0.016,50860,0.127,0.038,0.016,0.634,0.9229999999999999,0.301,198263.7839,22.2,17.8,905.0,162.0,1497.0,953.0,66.38,11.88,109.82,69.91,14000.0,123.0,43000.0,3517.0,257.99,5.556789450915541
MD,2022,6011200,0.472,0.292,0.115,0.066,0.001,0.0,0.054,108200,0.086,0.03,0.017,0.648,0.914,0.43799999999999994,396489.4444,10.9,16.2,10377.0,1309.0,10919.0,15227.0,168.35,21.23,177.14,247.03,69000.0,823.0,155000.0,37832.0,613.75,6.421215681096302
MD,2021,5992100,0.481,0.286,0.111,0.068,0.001,0.0,0.052,97330,0.077,0.052000000000000005,0.032,0.648,0.9109999999999999,0.425,368780.6287,11.6,18.0,6789.0,641.0,6336.0,8708.0,109.94,10.38,102.6,141.01,78000.0,823.0,187000.0,22474.0,363.92999999999995,5.89970555436828
MD,2020,5933800,0.49,0.291,0.1085,0.066,0.0015,0.0,0.041999999999999996,94790,0.094,0.065,0.017,0.665,0.9109999999999999,0.431,329988.1588,8.3,20.1,1514.0,195.0,1950.0,1956.0,24.52,3.15,31.58,31.68,73333.33333333333,823.0,163333.33333333334,5615.0,90.93,4.521027417875663
MD,2019,5875500,0.499,0.296,0.106,0.064,0.002,0.0,0.032,95570,0.07,0.034,0.015,0.6890000000000001,0.904,0.409,315086.4882,10.5,18.1,2661.0,184.0,2433.0,2015.0,43.08,2.98,39.39,32.62,68000.0,770.0,157000.0,7293.0,118.07,4.779711555463083
MD,2018,5870800,0.503,0.293,0.105,0.064,0.01,0.0,0.034,86220,0.08,0.038,0.019,0.6779999999999999,0.905,0.408,304548.6894,11.9,16.1,2524.0,146.0,1813.0,1343.0,40.86,2.37,29.35,21.74,75000.0,818.0,152000.0,5826.0,94.32,4.557239652230542
MA,2022,6757900,0.673,0.065,0.131,0.07,0.001,0.0,0.06,93550,0.096,0.037000000000000005,0.019,0.652,0.9129999999999999,0.466,556942.6519,7.8,12.2,2796.0,1188.0,8210.0,12944.0,40.04,17.02,117.57,185.37,64000.0,1522.5,152000.0,25138.0,360.0,5.8888779583328805
MA,2021,6744100,0.677,0.061,0.129,0.069,0.001,0.0,0.063,86570,0.076,0.054000000000000006,0.04,0.6509999999999999,0.9109999999999999,0.466,504870.5217,7.2,14.6,2833.0,997.0,7195.0,11985.0,40.51,14.26,102.9,171.41,67000.0,1522.5,169000.0,23010.0,329.08000000000004,5.799335049322941
MA,2020,6697450,0.6910000000000001,0.0655,0.1265,0.068,0.0015,0.0,0.0475,87810,0.084,0.094,0.021,0.653,0.9129999999999999,0.469,443372.5791,7.6,12.1,2641.0,1138.0,8041.0,11546.0,37.74,16.26,114.91,164.99,63333.333333333336,1522.5,167666.66666666666,23366.0,333.9,5.813831979800159
MA,2019,6650800,0.705,0.07,0.124,0.067,0.002,0.01,0.032,87710,0.075,0.03,0.012,0.672,0.9129999999999999,0.45,421752.5499,7.1,12.8,3002.0,1232.0,8093.0,12124.0,42.69,17.52,115.08,172.39,58000.0,1382.0,154000.0,24451.0,347.67999999999995,5.854154596143375
MA,2018,6659900,0.708,0.07,0.124,0.067,0.01,0.0,0.029,86350,0.087,0.035,0.016,0.6709999999999999,0.9079999999999999,0.445,410211.5293,8.4,13.7,3319.0,1176.0,8598.0,12002.0,47.19,16.72,122.25,170.66,63000.0,1560.0,164000.0,25095.0,356.82,5.880030066661677
MA,2017,6620600,0.717,0.069,0.119,0.064,0.01,0.0,0.029,73230,0.106,0.038,0.017,0.659,0.9079999999999999,0.434,386046.5835,8.4,15.3,3731.0,1311.0,10791.0,13177.0,53.05,18.64,153.43,187.36,63000.0,1543.0,182000.0,29010.0,412.48,6.024609145700284
MA,2016,6570600,0.726,0.067,0.114,0.063,0.01,0.0,0.028,72270,0.096,0.04,0.02,0.653,0.904,0.42700000000000005,361931.3072,8.7,18.3,4204.0,1424.0,12353.0,13890.0,59.78,20.25,175.64,197.5,65000.0,1605.0,185000.0,31871.0,453.16999999999996,6.118471577291897
MI,2022,9824500,0.729,0.129,0.057,0.033,0.003,0.0,0.05,68990,0.121,0.040999999999999995,0.018000000000000002,0.604,0.9179999999999999,0.321,228016.4357,13.9,10.1,9120.0,5335.0,27250.0,31474.0,90.9,53.18,271.6,313.7,128000.0,1448.75,378000.0,73179.0,729.3800000000001,6.59356494664956
MI,2021,9841800,0.731,0.131,0.056,0.032,0.003,0.0,0.048,64490,0.11699999999999999,0.057999999999999996,0.034,0.594,0.92,0.317,206833.9654,15.3,11.8,10183.0,3468.0,19932.0,30831.0,101.45,34.55,198.56,307.14,139000.0,1448.75,377000.0,64414.0,641.7,6.465678052377241
MI,2020,9803700,0.74,0.1325,0.0545,0.032,0.004,0.0,0.0375,64390,0.11199999999999999,0.10099999999999999,0.019,0.604,0.92,0.321,180294.8683,14.6,13.7,10104.0,3489.0,20675.0,30262.0,100.33,34.64,205.31,300.5,132666.66666666666,1448.75,400666.6666666667,64530.0,640.78,6.464245565834326
MI,2019,9765600,0.749,0.134,0.053,0.032,0.005,0.0,0.027,64120,0.102,0.040999999999999995,0.013000000000000001,0.619,0.914,0.3,169404.0894,13.3,10.1,9094.0,5181.0,25307.0,33393.0,90.24,51.41,251.12,331.35,118000.0,1439.0,371000.0,72975.0,724.12,6.586337158399587
MI,2018,9770000,0.75,0.135,0.052,0.032,0.01,0.0,0.026,60450,0.105,0.042,0.013999999999999999,0.616,0.9109999999999999,0.29600000000000004,159393.1485,16.8,11.4,20201.0,5266.0,27867.0,34979.0,200.45,52.25,276.52,347.09,130000.0,1424.0,413000.0,88313.0,876.31,6.776860407678744
MI,2017,9720300,0.753,0.135,0.05,0.031,0.01,0.0,0.026,57700,0.127,0.046,0.016,0.614,0.909,0.29100000000000004,147892.2069,14.2,14.9,23903.0,5429.0,32588.0,35872.0,237.19,53.87,323.37,355.95,135000.0,1503.0,419000.0,97792.0,970.3800000000001,6.878717740858844
MI,2016,9693500,0.756,0.135,0.049,0.029,0.01,0.0,0.027,57090,0.111,0.05,0.02,0.613,0.904,0.28300000000000003,137536.6185,14.7,13.4,26528.0,5840.0,36817.0,40350.0,263.23,57.95,365.33,400.39,146000.0,1429.0,446000.0,109535.0,1086.9,6.992004511427037
MN,2022,5600400,0.763,0.065,0.058,0.052,0.007,0.0,0.055,90390,0.076,0.025,0.01,0.682,0.94,0.391,325231.7254,15.2,18.8,8403.0,2030.0,11398.0,10321.0,147.05,35.53,199.46,180.62,50000.0,1171.5,139000.0,32152.0,562.6600000000001,6.334451232839416
MN,2021,5585100,0.769,0.067,0.058,0.05,0.006,0.0,0.049,80440,0.069,0.037000000000000005,0.024,0.679,0.941,0.389,298790.6145,15.1,21.7,8982.0,2112.0,11234.0,10870.0,157.08,36.93,196.47,190.11,57000.0,1171.5,139000.0,33198.0,580.59,6.365765732123761
MN,2020,5549950,0.78,0.0655,0.057,0.0495,0.0075,0.0,0.0395,78750,0.085,0.063,0.013000000000000001,0.6970000000000001,0.938,0.379,266296.4713,13.7,18.2,5822.0,1407.0,8185.0,6829.0,101.95,24.64,143.33,119.59,47666.666666666664,1171.5,147000.0,22243.0,389.51,5.967453577146479
MN,2019,5514800,0.791,0.064,0.056,0.049,0.009,0.0,0.03,81430,0.057,0.033,0.008,0.6990000000000001,0.9359999999999999,0.373,252044.0064,15.6,13.8,3026.0,918.0,4745.0,4099.0,53.02,16.09,83.15,71.83,43000.0,1149.0,143000.0,12788.0,224.08999999999997,5.416500322225747
MN,2018,5489000,0.796,0.065,0.054,0.047,0.01,0.0,0.028,71820,0.079,0.03,0.008,0.696,0.934,0.36700000000000005,239466.7637,15.5,8.6,1187.0,289.0,1455.0,955.0,20.8,5.07,25.5,16.74,47000.0,1198.0,150000.0,3886.0,68.11,4.235699438103303
MS,2022,2828900,0.557,0.364,0.032,0.009,0.004,0.0,0.035,48610,0.184,0.038,0.019,0.5489999999999999,0.8759999999999999,0.248,178507.9594,10.8,13.2,5464.0,794.0,4352.0,4732.0,185.92,27.01,148.08,161.01,57000.0,558.25,175000.0,15342.0,522.02,6.25961970425154
MS,2021,2850600,0.559,0.357,0.031,0.008,0.004,0.0,0.04,46640,0.174,0.055,0.028999999999999998,0.551,0.865,0.248,162178.3372,16.2,14.7,5223.0,746.0,4798.0,4980.0,177.07,25.29,162.67,168.84,56000.0,558.25,189000.0,15747.0,533.87,6.2820237267147885
MS,2020,2858850,0.5625,0.3665,0.0305,0.009000000000000001,0.004,0.0,0.027,45130,0.17600000000000002,0.08,0.024,0.547,0.868,0.245,145332.868,12.3,10.3,3886.0,527.0,3832.0,3596.0,131.36,17.81,129.53,121.55,59166.666666666664,558.25,191666.66666666666,11841.0,400.25000000000006,5.9945846744442255
MS,2019,2867100,0.566,0.376,0.03,0.01,0.004,0.0,0.014,44790,0.192,0.055,0.022000000000000002,0.561,0.853,0.223,138591.2854,13.4,6.5,2560.0,459.0,2539.0,2340.0,86.45,15.5,85.74,79.02,59000.0,461.0,192000.0,7898.0,266.71,5.589904305077029
MS,2018,2879400,0.567,0.377,0.028,0.009,0.01,0.0,0.014,42780,0.196,0.05,0.021,0.556,0.8540000000000001,0.23199999999999998,133841.9373,14.1,3.9,1625.0,379.0,1994.0,1785.0,54.87,12.8,67.33,60.28,60000.0,504.0,193000.0,5783.0,195.28,5.2795422112217025
MO,2022,5990000,0.769,0.104,0.047,0.021,0.002,0.001,0.056,71520,0.114,0.026000000000000002,0.009000000000000001,0.624,0.9159999999999999,0.322,227423.0773,18.1,22.7,11272.0,2221.0,16956.0,15901.0,182.47,35.96,274.5,257.41,74000.0,1387.25,225000.0,46350.0,750.34,6.621858279006709
MO,2021,5987500,0.768,0.106,0.046,0.02,0.002,0.001,0.057,63590,0.12300000000000001,0.040999999999999995,0.022000000000000002,0.625,0.9159999999999999,0.317,201609.9262,20.5,21.2,12482.0,2229.0,17735.0,15887.0,202.29,36.12,287.42,257.47,75000.0,1387.25,219000.0,48333.0,783.3000000000001,6.664791600218621
MO,2020,5963700,0.781,0.109,0.0445,0.0205,0.003,0.001,0.0415,62180,0.107,0.062,0.013000000000000001,0.627,0.914,0.319,175660.4067,19.8,21.2,9029.0,1780.0,12798.0,10667.0,146.7,28.92,207.95,173.32,76166.66666666667,1387.25,238833.33333333334,34274.0,556.89,6.324161810331635
MO,2019,5939900,0.794,0.112,0.043,0.021,0.004,0.001,0.026,60600,0.094,0.033,0.009000000000000001,0.639,0.907,0.302,164562.1624,20.5,16.1,6470.0,921.0,6744.0,5322.0,105.12,14.97,109.57,86.47,77000.0,1428.0,229000.0,19457.0,316.13,5.759311784448681
MO,2018,5934500,0.795,0.113,0.041,0.02,0.01,0.01,0.026,61730,0.124,0.032,0.012,0.636,0.905,0.295,156695.0062,21.2,19.0,4862.0,547.0,4679.0,4972.0,78.99,8.89,76.02,80.78,78000.0,1367.0,247000.0,15060.0,244.67999999999998,5.504029876132567
MO,2017,5921300,0.797,0.111,0.042,0.02,0.01,0.01,0.025,56890,0.111,0.037000000000000005,0.015,0.639,0.897,0.29100000000000004,148325.0918,21.0,15.5,2760.0,441.0,4227.0,4384.0,44.84,7.17,68.68,71.22,75000.0,1351.0,252000.0,11812.0,191.91000000000003,5.262223758899798
MO,2016,5898000,0.798,0.113,0.04,0.019,0.01,0.01,0.024,55020,0.13,0.046,0.016,0.6459999999999999,0.8959999999999999,0.285,140590.5299,19.3,17.9,2651.0,437.0,4193.0,4230.0,43.07,7.1,68.13,68.73,78000.0,1403.0,261000.0,11511.0,187.03,5.236601524567384
MT,2022,1093400,0.838,0.003,0.043,0.006,0.051,0.0,0.058,72970,0.10400000000000001,0.027000000000000003,0.006999999999999999,0.629,0.94,0.34600000000000003,442839.3558,33.3,10.2,907.0,572.0,7227.0,3217.0,80.78,50.94,643.61,286.5,13000.0,223.0,31000.0,11923.0,1061.83,6.968690440811325
MT,2021,1073800,0.838,0.004,0.043,0.007,0.055,0.0,0.054,65000,0.107,0.034,0.016,0.623,0.9440000000000001,0.348,366372.4047,44.6,7.8,1050.0,718.0,8393.0,3592.0,94.9,64.89,758.61,324.67,14000.0,223.0,32000.0,13753.0,1243.0700000000002,7.126143541812485
MT,2020,1056600,0.8494999999999999,0.005,0.039999999999999994,0.0075,0.057999999999999996,0.0,0.041,56740,0.109,0.057999999999999996,0.012,0.63,0.9440000000000001,0.34600000000000003,294102.8299,33.6,8.8,1481.0,933.0,8304.0,2875.0,136.22,85.81,763.79,264.43,13333.333333333334,223.0,33166.666666666664,13593.0,1250.25,7.13189833062943
MT,2019,1039400,0.861,0.006,0.037,0.008,0.061,0.0,0.028,60190,0.09699999999999999,0.035,0.01,0.637,0.9420000000000001,0.336,271932.391,36.8,8.879999999999999,1970.0,852.0,7672.0,2733.0,181.7,78.58,707.59,252.07,13000.0,246.0,33000.0,13227.0,1219.94,7.107376332854153
MT,2018,1034000,0.861,0.01,0.039,0.007,0.058,0.0,0.031,57680,0.10300000000000001,0.038,0.012,0.633,0.9390000000000001,0.317,258121.642,29.3,9.5,2306.0,875.0,9300.0,2776.0,212.68,80.7,857.74,256.03,13000.0,234.0,36000.0,15257.0,1407.1499999999999,7.250032065134543
MT,2017,1022600,0.865,0.01,0.036,0.01,0.059,0.0,0.029,59090,0.09699999999999999,0.040999999999999995,0.013000000000000001,0.632,0.93,0.32299999999999995,243461.5568,31.6,8.1,2452.0,463.0,5292.0,2760.0,226.15,42.7,488.08,254.55,13000.0,227.0,33000.0,10967.0,1011.48,6.920158045699179
MT,2016,1015100,0.866,0.0,0.035,0.01,0.061,0.0,0.027,57080,0.11699999999999999,0.043,0.015,0.633,0.9279999999999999,0.31,232530.2487,29.2,8.879999999999999,2475.0,502.0,4740.0,2712.0,228.27,46.3,437.17,250.12,14000.0,185.0,34000.0,10429.0,961.86,6.869908022205688
NE,2022,1913700,0.759,0.042,0.123,0.023,0.005,0.0,0.047,78360,0.079,0.021,0.006,0.6940000000000001,0.9279999999999999,0.34700000000000003,237003.4889,16.4,8.9,4022.0,504.0,3660.0,3991.0,204.36,25.61,185.97,202.79,15000.0,607.25,64000.0,12177.0,618.73,6.4292838993175305
NE,2021,1907000,0.766,0.042,0.12,0.022,0.006,0.0,0.044,78110,0.081,0.026000000000000002,0.012,0.693,0.922,0.344,213378.2959,15.3,10.6,4317.0,449.0,3375.0,3911.0,219.78,22.85,171.82,199.11,19000.0,607.25,59000.0,12052.0,613.56,6.420906564597595
