year,total_pop,white_pop,black_pop,hispanic_pop,asian_pop,native_pop,islander_pop,multi_race_pop,median_income,poverty_rate,unemployment_rate,unemployed_15_weeks,labor_force_participation_rate,hs_grad_rate,bachelors_grad_rate,zhvi,crude_rate_suicide,crude_rate_od,crimes_against_society,fraud_and_other_financial_crimes,property_crime,violent_crime,youth_not_in_school,youth_in_foster_care,youth_living_in_poverty,total_crime_count,log_total_crime_count,youth_school_poverty_interaction,poverty_income_interaction,unemployment_youth_interaction,poverty_rate_squared,median_income_squared,poverty_to_income_ratio,youth_to_total_pop_ratio,state_AL,state_AR,state_AZ,state_CA,state_CO,state_CT,state_DC,state_DE,state_FL,state_GA,state_HI,state_IA,state_ID,state_IL,state_IN,state_KS,state_KY,state_LA,state_MA,state_MD,state_ME,state_MI,state_MN,state_MO,state_MS,state_MT,state_NC,state_ND,state_NE,state_NH,state_NJ,state_NM,state_NV,state_NY,state_OH,state_OK,state_OR,state_PA,state_RI,state_SC,state_SD,state_TN,state_TX,state_UT,state_VA,state_VT,state_WA,state_WI,state_WV,state_WY
2017,5461100,0.683,0.038,0.216,0.031,0.01,0.01,0.026,74170,0.077,0.026,0.01,0.677,0.916,0.412,346114.1716,23.0,12.1,5516.0,1412.5,10122.5,6547.5,59000.0,1522.0,149000.0,23598.5,10.068980804348588,4543.0,5711.09,1534.0,0.005929,5501188900,1.0381415917272249e-06,0.010803682261141114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,5398100,0.687,0.039,0.213,0.031,0.01,0.01,0.025,70570,0.085,0.031,0.0139999999999999,0.669,0.914,0.3989999999999999,317127.9619,22.5,11.7,5661.0,1463.5,11249.5,6332.0,70000.0,1594.0,166000.0,24706.0,10.11484188327536,5950.0,5998.450000000001,2170.0,0.007225000000000001,4980124900,1.2044607558345497e-06,0.012967523208624663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,3506600,0.62,0.097,0.183,0.047,0.001,0.0,0.052,90730,0.102,0.0409999999999999,0.021,0.652,0.915,0.419,342689.2251,7.5,9.0,786.0,152.5,1629.5,2711.5,42000.0,981.0,90000.0,5279.5,8.571776069186528,4284.0,9254.46,1721.9999999999957,0.010403999999999998,8231932900,1.1242023123298542e-06,0.011977410603601607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3501500,0.628,0.097,0.178,0.047,0.001,0.0,0.049,80960,0.08,0.064,0.0409999999999999,0.631,0.911,0.421,307588.2668,11.0,15.0,908.5,146.5,1664.5,2700.0,38000.0,981.0,92000.0,5419.5,8.597943341101347,3040.0,6476.8,2432.0,0.0064,6554521600,9.881300873259964e-07,0.010852488689850438,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3477400,0.6425000000000001,0.0985,0.1735,0.0465,0.0015,0.0,0.0375,79430,0.1119999999999999,0.08,0.023,0.645,0.916,0.424,267623.1647,6.1,17.3,1028.5,163.0,1791.0,2403.0,39333.333333333336,981.0,95666.66666666669,5385.5,8.591651102334247,4405.33333333333,8896.159999999993,3146.666666666667,0.012543999999999979,6309124900,1.4100288300537561e-06,0.011311129585956103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,3453300,0.657,0.1,0.169,0.046,0.002,0.0,0.026,87290,0.083,0.036,0.018,0.6629999999999999,0.907,0.3979999999999999,256126.0858,9.4,14.2,1710.0,252.0,2211.0,2800.5,36000.0,909.0,101000.0,6973.5,8.85001591953229,2988.0,7245.070000000001,1296.0,0.006889000000000001,7619544100,9.508425840006416e-07,0.010424808031503769,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,3466300,0.663,0.099,0.166,0.047,0.01,0.0,0.024,72810,0.102,0.039,0.022,0.6609999999999999,0.909,0.396,252882.7736,8.2,15.3,1818.5,252.5,2299.5,2777.0,39000.0,931.0,102000.0,7147.5,8.874657823469219,3977.9999999999995,7426.62,1521.0,0.010403999999999998,5301296100,1.4008872285780994e-06,0.011251186783836718,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,3478700,0.667,0.097,0.163,0.045,0.01,0.0,0.027,72780,0.109,0.044,0.021,0.6629999999999999,0.904,0.387,247159.3384,10.5,18.7,1968.5,260.5,2567.5,2716.5,43000.0,1025.0,93000.0,7513.0,8.924523226133914,4687.0,7933.0199999999995,1892.0,0.011881,5296928400,1.4976436157788434e-06,0.012360935878076329,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,3465100,0.676,0.098,0.158,0.045,0.01,0.0,0.022,75920,0.098,0.049,0.026,0.659,0.905,0.386,241427.0393,6.9,13.9,2147.5,298.5,2753.5,2851.5,38000.0,1059.0,96000.0,8051.0,8.993675786759683,3724.0,7440.16,1862.0,0.009604000000000001,5763846400,1.2908154529049934e-06,0.01096649130862275,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,990700,0.59,0.211,0.103,0.041,0.001,0.0,0.054,80750,0.093,0.042,0.023,0.607,0.92,0.365,359641.9998,8.8,18.5,1232.0,291.0,1510.5,1751.5,9000.0,142.0,26000.0,4785.0,8.47345026846832,837.0,7509.75,378.0,0.008649,6520562500,1.1516885239811273e-06,0.009084476547414407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,974100,0.595,0.203,0.102,0.041,0.0,0.0,0.057,68690,0.1169999999999999,0.055,0.032,0.613,0.914,0.356,322658.1464,20.7,13.3,1173.5,269.0,1515.0,1733.5,8000.0,142.0,35000.0,4691.0,8.453614209773367,935.9999999999992,8036.729999999993,440.0,0.013688999999999975,4718316100,1.703279905664496e-06,0.00821270073637128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,957200,0.6045,0.2105,0.0995,0.04,0.0,0.0,0.0425,70020,0.105,0.075,0.021,0.614,0.91,0.347,281167.5744,10.2,18.6,1400.0,268.5,1785.0,1737.0,11333.333333333334,142.0,33666.666666666664,5190.5,8.554777951743509,1190.0,7352.099999999999,850.0,0.011024999999999998,4902800400,1.4995501349595121e-06,0.011840076779415539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,940300,0.614,0.218,0.097,0.039,0.003,0.0,0.028,74190,0.065,0.036,0.0139999999999999,0.621,0.903,0.332,271369.2211,0.0,19.6,2250.0,379.5,1990.0,2046.5,11000.0,133.0,32000.0,6666.0,8.80492526261806,715.0,4822.35,395.99999999999994,0.0042250000000000005,5504156100,8.761170492377782e-07,0.011698381688416795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,937700,0.621,0.213,0.095,0.042,0.01,0.0,0.025,65010,0.074,0.037,0.015,0.621,0.898,0.313,263962.1268,17.7,13.5,2131.0,432.5,2072.0,2042.0,12000.0,155.0,37000.0,6677.5,8.80664869041716,888.0,4810.74,444.0,0.005475999999999999,4226300100,1.1382689083385888e-06,0.012797256268256086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,931700,0.626,0.212,0.092,0.04,0.0,0.0,0.027,62320,0.092,0.045,0.02,0.622,0.906,0.315,257027.958,11.6,25.0,2210.5,565.5,2262.5,2239.5,13000.0,153.0,37000.0,7278.0,8.892748769118258,1196.0,5733.44,585.0,0.008464,3883782400,1.4762279167535823e-06,0.013952974183777844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,924300,0.63,0.207,0.092,0.04,0.01,0.0,0.027,58050,0.1159999999999999,0.045,0.022,0.622,0.893,0.31,246807.4383,9.9,18.2,2215.0,623.0,2798.0,2377.5,15000.0,127.0,35000.0,8013.5,8.989007680065935,1739.9999999999984,6733.799999999994,675.0,0.013455999999999975,3369802500,1.9982429243251608e-06,0.016228479683566284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,638600,0.363,0.422,0.119,0.039,0.0,0.0,0.055,101700,0.134,0.048,0.031,0.7090000000000001,0.937,0.654,641893.9153,0.0,15.4,677.0,55.5,1176.0,2137.0,5000.0,131.25,21000.0,4045.5,8.305607588935757,670.0,13627.800000000001,240.0,0.017956000000000003,10342890000,1.317587830994779e-06,0.007829615049146494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,633400,0.359,0.431,0.115,0.038,0.0,0.0,0.055,90640,0.14,0.069,0.04,0.6920000000000001,0.928,0.63,629874.4722,0.0,16.0,241.0,28.0,482.0,982.0,11000.0,131.25,29000.0,1733.0,7.458186157340487,1540.0000000000002,12689.6,759.0000000000001,0.019600000000000003,8215609600,1.5445548923776217e-06,0.017366565572204652,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,652350,0.363,0.4405,0.1135,0.0375,0.0,0.0,0.043,88220,0.168,0.079,0.031,0.6970000000000001,0.938,0.636,595207.3612,0.0,12.6,62.5,1.5,90.5,214.0,10166.666666666666,131.25,27666.666666666668,368.5,5.912150740388256,1708.0,14820.960000000001,803.1666666666666,0.028224000000000003,7782768400,1.9043084979766723e-06,0.015584657134988168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,671300,0.367,0.45,0.112,0.037,0.003,0.0,0.031,93110,0.125,0.055,0.032,0.7120000000000001,0.919,0.597,570990.8234,0.0,14.666666666666666,161.0,1.5,198.5,484.0,12000.0,109.0,24000.0,845.0,6.740519359606223,1500.0,11638.75,660.0,0.015625,8669472100,1.3424837022478548e-06,0.017875736815526864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,667900,0.367,0.449,0.113,0.036,0.0,0.0,0.034,85750,0.147,0.057,0.031,0.7040000000000001,0.921,0.604,555379.0998,0.0,14.666666666666666,94.5,3.0,155.5,362.5,9000.0,122.0,29000.0,615.5,6.424058322604399,1323.0,12605.25,513.0,0.021608999999999996,7353062500,1.714265722848713e-06,0.013475050943178704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,657600,0.36,0.459,0.11,0.041,0.01,0.0,0.028,83380,0.136,0.061,0.035,0.705,0.902,0.573,527460.6647,0.0,14.666666666666666,91.0,5.0,166.0,387.0,11000.0,139.0,32000.0,649.0,6.476972362889683,1496.0,11339.68,671.0,0.018496000000000002,6952224400,1.6310670296590351e-06,0.016727468480127006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,644400,0.359,0.468,0.111,0.037,0.0,0.0,0.023,70980,0.163,0.062,0.039,0.6990000000000001,0.905,0.568,506381.6645,0.0,14.666666666666666,106.5,5.5,193.5,409.5,13000.0,155.0,31000.0,715.0,6.573680166960646,2119.0,11569.74,806.0,0.026569000000000002,5038160400,2.296389174567842e-06,0.020173773783715418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,21693500,0.508,0.144,0.273,0.028,0.001,0.0,0.046,65370,0.135,0.03,0.0139999999999999,0.591,0.899,0.3429999999999999,371953.6143,11.9,12.9,4033.5,910.0,5787.0,9149.5,268000.0,2141.25,723000.0,19880.0,9.897519780756337,36180.0,8824.95,8040.0,0.018225,4273236900,2.0651359165379144e-06,0.012353930331484991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,21304700,0.512,0.144,0.27,0.028,0.001,0.0,0.046,59730,0.126,0.047,0.031,0.5820000000000001,0.898,0.332,297663.9865,12.9,15.3,1846.0,428.5,2359.5,4267.5,267000.0,2141.25,753000.0,8901.5,9.094087415151932,33642.0,7525.9800000000005,12549.0,0.015876,3567672900,2.1094574006797142e-06,0.012532445303973053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,10609800,0.498,0.306,0.104,0.044,0.001,0.001,0.047,67730,0.1169999999999999,0.031,0.015,0.615,0.895,0.347,306191.9454,15.0,13.3,7455.0,1954.5,9652.0,11932.5,162000.0,1370.0,411000.0,30994.0,10.34158118013602,18953.99999999998,7924.409999999993,5022.0,0.013688999999999975,4587352900,1.7274217123621368e-06,0.015268900896444712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,10478300,0.503,0.303,0.1,0.043,0.002,0.0,0.048,61500,0.14,0.039,0.023,0.616,0.89,0.346,254243.6412,17.9,13.4,7323.5,1662.0,9258.5,11311.5,175000.0,1370.0,502000.0,29555.5,10.294058964804288,24500.000000000004,8610.0,6825.0,0.019600000000000003,3782250000,2.2763857498252064e-06,0.016701180849834338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,10386150,0.5115000000000001,0.308,0.099,0.0419999999999999,0.002,0.0005,0.0365,59270,0.133,0.065,0.017,0.613,0.893,0.348,215181.106,15.6,9.8,5309.5,1246.5,8048.5,8884.5,168500.0,1370.0,494000.0,23489.0,10.064330077652958,22410.5,7882.910000000001,10952.5,0.017689000000000003,3512932900,2.243930421285283e-06,0.01622352688690931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,10294000,0.52,0.313,0.098,0.041,0.002,0.001,0.025,56630,0.121,0.036,0.015,0.63,0.879,0.325,200421.846,13.7,5.8,1775.5,340.5,2448.0,2210.5,169000.0,1381.0,461000.0,6774.5,8.821068443762769,20449.0,6852.23,6083.999999999999,0.014641,3206956900,2.1366389433349227e-06,0.016417328888932495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10212800,0.525,0.309,0.097,0.041,0.01,0.01,0.025,55820,0.148,0.04,0.017,0.633,0.8759999999999999,0.319,186666.2804,14.1,6.3,42.5,3.5,21.0,15.5,166000.0,1400.0,505000.0,82.5,4.42484663185681,24568.0,8261.359999999999,6640.0,0.021903999999999996,3115872400,2.6513319360097453e-06,0.01625411089474866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,1369500,0.195,0.011,0.108,0.359,0.001,0.094,0.232,91010,0.088,0.033,0.02,0.599,0.929,0.354,833701.3861,19.0,6.800000000000001,247.5,65.5,529.5,872.5,16000.0,235.0,37000.0,1715.0,7.447751280047908,1408.0,8008.879999999999,528.0,0.007743999999999999,8282820100,9.669160870663985e-07,0.011683087489530859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,1365100,0.196,0.013,0.109,0.375,0.0,0.097,0.209,82200,0.109,0.06,0.06,0.596,0.929,0.353,707129.0512,14.4,6.800000000000001,254.0,74.5,566.5,892.5,18000.0,235.0,41000.0,1787.5,7.489132558699072,1962.0,8959.8,1080.0,0.011881,6756840000,1.3260179316553327e-06,0.013185837531435403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1354050,0.2,0.0125,0.106,0.3845,0.0,0.0995,0.1965,80830,0.109,0.118,0.026,0.5920000000000001,0.933,0.355,631796.4826,14.8,6.2,160.5,35.5,342.0,511.5,16666.666666666668,235.0,35666.666666666664,1049.5,6.957021520285055,1816.6666666666667,8810.47,1966.6666666666667,0.011881,6533488900,1.3484925338050995e-06,0.012308743663766481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1343000,0.204,0.012,0.103,0.394,0.001,0.102,0.184,88010,0.084,0.025,0.009,0.61,0.924,0.336,615234.3835,13.9,6.800000000000001,217.0,60.0,586.5,702.5,17000.0,260.0,36000.0,1566.0,7.356918242356021,1428.0,7392.84,425.0,0.007056000000000001,7745760100,9.54426151276545e-07,0.012658218422771093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1354800,0.206,0.015,0.105,0.379,0.0,0.096,0.199,80110,0.092,0.024,0.008,0.616,0.92,0.335,604315.8513,11.9,6.800000000000001,283.0,71.0,591.0,711.5,14000.0,234.0,35000.0,1656.5,7.413065722060018,1288.0,7370.12,336.0,0.008464,6417612100,1.1484065858621162e-06,0.010333620952449843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
